Instance;num-models;num-parts;mean-demand;rsd-demand;mean-file-bytes;rsd-file-bytes;mean-MCV;rsd-MCV;mean-v-value;rsd-v-value;mean-connectivity-score;rsd-connectivity-score;mean-SR;rsd-SR;mean-MCVSR;rsd-MCVSR;mean-vol-MBB;rsd-vol-MBB;mean-num-facets;rsd-num-facets;mean-surface-area;rsd-surface-area;mean-volume;rsd-volume;vol-container;surface-container;mean-rel-vol-MBB;rsd-rel-vol-MBB;mean-rel-volume;rsd-rel-volume;mean-rel-surface-area;rsd-rel-surface-area;perc-parts-MCV-00-02;perc-parts-vvalue-00-02;perc-parts-SR-00-02;perc-parts-rel-vol-00-02;perc-parts-rel-vol-MBB-00-02;perc-parts-MCV-02-04;perc-parts-vvalue-02-04;perc-parts-SR-02-04;perc-parts-rel-vol-02-04;perc-parts-rel-vol-MBB-02-04;perc-parts-MCV-04-06;perc-parts-vvalue-04-06;perc-parts-SR-04-06;perc-parts-rel-vol-04-06;perc-parts-rel-vol-MBB-04-06;perc-parts-MCV-06-08;perc-parts-vvalue-06-08;perc-parts-SR-06-08;perc-parts-rel-vol-06-08;perc-parts-rel-vol-MBB-06-08;perc-parts-MCV-08-10;perc-parts-vvalue-08-10;perc-parts-SR-08-10;perc-parts-rel-vol-08-10;perc-parts-rel-vol-MBB-08-10;perc-parts-rel-vol-greater10;perc-parts-rel-vol-MBB-greater10
3DIPP-Instance-02005;12;2000;166.667;0.082;369687.2;2.158;0.599;0.479;0.123;0.486;748.876;3.505;0.359;0.717;0.27;0.922;603011.16;1.447;7392.064;2.159;34475.171;1.061;140281.725;1.031;4440625;162750;0.133;1.478;0.032;1.042;0.212;1.061;0;0.907;0.427;1;0.83;0.355;0.094;0.094;0;0.088;0.174;0;0.247;0;0;0.159;0;0.159;0;0.083;0.314;0;0.075;0;0;0;0
3DIPP-Instance-02006;13;2000;153.846;0.074;557839.975;1.373;0.563;0.426;0.126;0.478;839.266;3.295;0.389;0.563;0.266;0.936;381914.084;0.758;11155.12;1.373;26921.156;0.553;106749.024;0.801;16500000;397000;0.021;0.813;0.006;1.001;0.068;0.553;0;0.845;0.248;1;1;0.223;0.156;0.373;0;0;0.478;0;0.15;0;0;0.07;0;0.23;0;0;0.23;0;0;0;0;0;0
3DIPP-Instance-02007;14;2000;142.857;0.075;437708.9;2.263;0.407;0.497;0.133;0.357;3.15;0.456;0.27;0.783;0.142;1.198;765211.159;1.732;8752.498;2.263;31642.661;1.215;108428.329;1.546;16500000;397000;0.032;1.564;0.007;1.524;0.08;1.215;0.074;0.781;0.569;1;1;0.573;0.219;0.215;0;0;0.15;0;0.077;0;0;0.133;0;0.14;0;0;0.071;0;0;0;0;0;0
3DIPP-Instance-02008;15;2000;133.333;0.064;424978.2;1.503;0.327;0.656;0.095;0.509;3.339;0.59;0.267;0.632;0.112;1.144;638781.319;1.494;8497.884;1.503;31612.576;0.764;88957.419;0.938;2578125;113750;0.177;1.001;0.034;0.98;0.278;0.764;0.255;1;0.391;1;0.66;0.538;0;0.416;0;0.276;0.141;0;0.128;0;0;0;0;0.066;0;0.065;0.067;0;0;0;0;0;0
3DIPP-Instance-02009;16;2000;125;0.086;493317.8;1.066;0.384;0.617;0.103;0.475;4.131;0.925;0.313;0.664;0.152;1.166;839049.494;1.341;9864.676;1.066;40082.442;0.77;158557.497;1.359;58516780;906192;0.013;1.337;0.001;2.587;0.044;0.77;0.257;1;0.361;1;1;0.365;0;0.371;0;0;0.193;0;0.072;0;0;0.121;0;0.197;0;0;0.065;0;0;0;0;0;0
3DIPP-Instance-02010;17;2000;117.647;0.092;490692.7;1.798;0.495;0.546;0.115;0.415;5.313;0.96;0.327;0.636;0.204;0.985;520803.535;1.043;9812.174;1.798;34657.08;0.872;142838.199;0.957;12852000;331320;0.034;0.826;0.009;0.953;0.105;0.872;0.193;1;0.298;1;1;0.349;0;0.307;0;0;0.11;0;0.283;0;0;0.239;0;0.113;0;0;0.11;0;0;0;0;0;0
3DIPP-Instance-02011;18;2000;111.111;0.055;390987.45;2.183;0.469;0.614;0.106;0.626;281.105;4.069;0.263;0.604;0.155;1.089;846630.167;1.123;7818.069;2.184;36857.476;0.974;127705.142;0.838;58516780;906192;0.011;1.125;0.001;4.03;0.041;0.974;0.162;0.945;0.392;1;1;0.394;0.056;0.438;0;0;0.162;0;0.113;0;0;0.172;0;0.059;0;0;0.111;0;0;0;0;0;0
3DIPP-Instance-02012;19;2000;105.263;0.11;703586.9;1.879;0.542;0.45;0.109;0.582;5.025;0.524;0.311;0.728;0.208;0.998;889896.453;1.141;14070.058;1.879;36065.351;0.742;209686.174;1.476;154280000;1784800;0.005;1.245;0.001;3.777;0.02;0.742;0.06;0.893;0.36;1;1;0.29;0.107;0.367;0;0;0.326;0;0.106;0;0;0.162;0;0.168;0;0;0.164;0;0;0;0;0;0
3DIPP-Instance-02013;20;2000;100;0.113;304382.95;1.613;0.572;0.554;0.088;0.825;969.31;3.045;0.379;0.657;0.268;1.057;297688.217;1.31;6085.979;1.613;20498.367;0.986;76779.926;1.36;58516780;906192;0.004;1.798;0.001;3.229;0.023;0.986;0.142;0.891;0.386;1;1;0.234;0.109;0.257;0;0;0.254;0;0.2;0;0;0.102;0;0.1;0;0;0.27;0;0.058;0;0;0;0
3DIPP-Instance-02014;21;2000;95.238;0.071;368417.45;1.061;0.37;0.688;0.101;0.616;4.508;1.01;0.221;0.732;0.113;1.476;1109717.586;1.097;7366.669;1.061;36026.232;0.815;94161.044;0.993;154280000;1784800;0.005;1.505;0;0;0.02;0.815;0.133;0.868;0.57;1;1;0.591;0.132;0.334;0;0;0.132;0;0.046;0;0;0.048;0;0.051;0;0;0.097;0;0;0;0;0;0
3DIPP-Instance-02015;22;2000;90.909;0.084;380286.8;1.738;0.459;0.593;0.109;0.548;4.791;1.154;0.277;0.682;0.155;1.056;683619.941;1.242;7604.056;1.738;26119.642;0.792;89927.599;1.107;12852000;331320;0.035;1.162;0.007;1.179;0.079;0.792;0.185;0.95;0.414;1;1;0.366;0.051;0.318;0;0;0.225;0;0.172;0;0;0.046;0;0.097;0;0;0.179;0;0;0;0;0;0
3DIPP-Instance-02016;23;2000;86.957;0.106;348320.225;1.977;0.47;0.518;0.12;0.337;4.778;1.134;0.375;0.651;0.219;0.891;556696.094;1.118;6964.725;1.977;35444.615;0.911;205057.316;1.647;12852000;331320;0.041;1.201;0.016;1.673;0.107;0.911;0.1;1;0.35;1;1;0.334;0;0.212;0;0;0.354;0;0.217;0;0;0.123;0;0.18;0;0;0.09;0;0.043;0;0;0;0
3DIPP-Instance-02017;24;2000;83.333;0.103;403015.35;1.343;0.47;0.541;0.12;0.489;458.319;4.545;0.301;0.602;0.168;1.034;910950.433;1.622;8058.627;1.343;37592.529;1.013;137005.72;1.304;12852000;331320;0.048;1.176;0.01;1.375;0.113;1.013;0.173;0.934;0.344;1;1;0.422;0.066;0.394;0;0;0.155;0;0.18;0;0;0.125;0;0.083;0;0;0.125;0;0;0;0;0;0
3DIPP-Instance-02018;25;2000;80;0.106;363032.95;1.731;0.506;0.555;0.105;0.694;1128.61;2.799;0.362;0.679;0.227;1.074;506654.022;1.128;7258.979;1.731;29126.697;0.743;161014.724;1.648;6758775;222990;0.065;1.072;0.024;1.631;0.131;0.743;0.123;0.88;0.342;1;0.929;0.41;0.121;0.279;0;0.072;0.159;0;0.187;0;0;0.112;0;0.115;0;0;0.196;0;0.079;0;0;0;0
3DIPP-Instance-02019;26;2000;76.923;0.08;449891.85;1.119;0.458;0.548;0.114;0.497;394.189;4.909;0.32;0.672;0.179;1.068;819893.671;1.744;8996.157;1.119;33319.281;1.062;126991.977;1.251;154280000;1784800;0.003;2.203;0;0;0.019;1.062;0.194;0.924;0.431;1;1;0.282;0.076;0.233;0;0;0.262;0;0.222;0;0;0.152;0;0.079;0;0;0.112;0;0.037;0;0;0;0
3DIPP-Instance-02020;27;2000;74.074;0.123;452693.1;1.726;0.439;0.492;0.115;0.548;4.523;0.758;0.333;0.644;0.169;1.017;1078169.129;1.553;9052.182;1.727;44133.507;0.688;164696.974;1.081;154280000;1784800;0.003;1.636;0;4.836;0.025;0.688;0.122;0.819;0.331;1;1;0.405;0.182;0.339;0;0;0.295;0;0.183;0;0;0.118;0;0.147;0;0;0.062;0;0;0;0;0;0
3DIPP-Instance-02021;28;2000;71.429;0.118;605682.125;1.52;0.401;0.505;0.122;0.458;3.599;0.49;0.263;0.622;0.128;1.044;1143169.637;1.183;12328.925;1.497;43885.98;0.748;192051.505;1.086;4440625;162750;0.194;1.076;0.043;1.103;0.269;0.751;0.094;0.899;0.49;1;0.737;0.499;0.102;0.278;0;0.043;0.186;0;0.194;0;0.191;0.152;0;0.039;0;0.03;0.07;0;0;0;0;0;0
3DIPP-Instance-02022;29;2000;68.966;0.071;822835.9;1.75;0.446;0.467;0.14;0.313;3.352;0.55;0.225;0.716;0.115;1.118;1049598.008;1.196;16455.038;1.75;31897.729;0.996;145231.54;1.187;12852000;331320;0.059;1.152;0.011;1.286;0.096;0.996;0.103;0.898;0.518;1;0.933;0.442;0.102;0.35;0;0.068;0.281;0;0.096;0;0;0.073;0;0.037;0;0;0.102;0;0;0;0;0;0
3DIPP-Instance-02023;30;2000;66.667;0.101;423270.675;1.499;0.516;0.53;0.125;0.522;279.466;5.849;0.331;0.68;0.213;0.992;1170821.014;1.502;8463.734;1.499;36550.618;0.946;208712.589;1.584;18750000;425000;0.04;1.263;0.01;1.791;0.086;0.946;0.132;0.828;0.373;1;1;0.263;0.172;0.272;0;0;0.215;0;0.229;0;0;0.258;0;0.095;0;0;0.133;0;0.032;0;0;0;0
3DIPP-Instance-02024;31;2000;64.516;0.128;292700.05;1.767;0.434;0.57;0.126;0.517;458.545;4.059;0.286;0.657;0.137;0.95;746607.951;0.946;5852.321;1.767;37045.805;0.653;176812.196;1.4;16500000;397000;0.039;1.008;0.01;1.539;0.093;0.653;0.166;0.892;0.384;1;1;0.409;0.108;0.418;0;0;0.229;0;0.101;0;0;0.101;0;0.062;0;0;0.096;0;0.036;0;0;0;0
3DIPP-Instance-02025;32;2000;62.5;0.112;427502.35;1.564;0.451;0.483;0.139;0.336;3.276;0.444;0.278;0.77;0.155;1.061;992737.462;1.35;8548.367;1.565;35401.621;0.995;131004.838;1.061;154280000;1784800;0.004;1.899;0;0;0.02;0.995;0.119;0.903;0.413;1;1;0.339;0.097;0.371;0;0;0.282;0;0.093;0;0;0.195;0;0.124;0;0;0.066;0;0;0;0;0;0
3DIPP-Instance-02026;33;2000;60.606;0.109;730115.95;1.611;0.38;0.545;0.116;0.529;3.59;0.516;0.245;0.749;0.115;1.119;521559.368;1.575;14739.181;1.596;23627.994;0.907;83594.231;1.564;18750000;425000;0.02;1.407;0.003;1.985;0.056;0.91;0.198;0.906;0.562;1;1;0.406;0.095;0.187;0;0;0.306;0;0.225;0;0;0.027;0;0.027;0;0;0.064;0;0;0;0;0;0
3DIPP-Instance-02027;34;2000;58.824;0.126;410650.525;1.442;0.537;0.468;0.123;0.462;278.079;3.77;0.342;0.633;0.22;1.003;543937.569;1.376;8211.331;1.442;24112.363;0.794;97542.912;0.923;6758775;222990;0.056;1.208;0.014;1.019;0.108;0.794;0.029;0.916;0.244;1;0.951;0.4;0.084;0.434;0;0.05;0.25;0;0.205;0;0;0.147;0;0.087;0;0;0.174;0;0.032;0;0;0;0
3DIPP-Instance-02028;35;2000;57.143;0.107;297565.3;1.912;0.358;0.592;0.099;0.479;3.754;0.549;0.227;0.602;0.099;1.109;800128.179;1.139;5949.626;1.912;34892.614;0.852;127925.753;1.011;18750000;425000;0.032;1.033;0.006;1.205;0.082;0.852;0.254;1;0.43;1;1;0.45;0;0.481;0;0;0.173;0;0.063;0;0;0.09;0;0.027;0;0;0.034;0;0;0;0;0;0
3DIPP-Instance-02029;36;2000;55.556;0.128;501648;1.796;0.44;0.597;0.104;0.544;343.793;4.696;0.346;0.737;0.197;1.212;788059.775;1.086;10031.28;1.797;38491.779;0.722;172272.161;1.08;4440625;162750;0.151;1.047;0.039;1.092;0.237;0.722;0.173;0.922;0.372;1;0.732;0.418;0.078;0.203;0;0.136;0.172;0;0.261;0;0.133;0.097;0;0.134;0;0;0.142;0;0.031;0;0;0;0
3DIPP-Instance-02030;37;2000;54.054;0.121;326947.95;1.946;0.467;0.533;0.119;0.511;209.433;6.763;0.347;0.587;0.196;0.893;717870.841;1.466;6537.279;1.947;37669.324;1.032;121542.811;1.031;4440625;162750;0.134;1.485;0.026;1.08;0.231;1.032;0.13;0.886;0.27;1;0.833;0.386;0.114;0.304;0;0.056;0.203;0;0.278;0;0.084;0.2;0;0.149;0;0;0.082;0;0;0;0.028;0;0
3DIPP-Instance-02031;38;2000;52.632;0.156;424533.219;1.161;0.475;0.586;0.113;0.455;5.006;1.36;0.328;0.74;0.206;1.191;577141.28;1.197;20348.673;3.497;27818.653;0.772;117633.587;1.349;16500000;397000;0.026;1.232;0.007;1.489;0.07;0.77;0.182;1;0.348;1;1;0.364;0;0.341;0;0;0.108;0;0.167;0;0;0.162;0;0.1;0;0;0.185;0;0.045;0;0;0;0
3DIPP-Instance-02032;39;2000;51.282;0.145;353523.6;1.723;0.469;0.478;0.122;0.421;218.858;6.625;0.326;0.653;0.185;1.05;679220.73;1.347;7068.792;1.724;33729.464;1.007;150446.457;1.737;58516780;906192;0.009;1.45;0.002;3.455;0.037;1.007;0.08;0.886;0.361;1;1;0.462;0.114;0.345;0;0;0.213;0;0.172;0;0;0.148;0;0.078;0;0;0.098;0;0.046;0;0;0;0
3DIPP-Instance-02033;40;2000;50;0.166;315845.85;1.591;0.429;0.494;0.121;0.449;498.069;4.354;0.285;0.65;0.14;0.902;940649.546;1.225;6315.237;1.591;36247.897;0.795;143596.47;1.412;6758775;222990;0.103;1.085;0.021;1.418;0.163;0.795;0.046;0.907;0.444;1;0.814;0.501;0.093;0.251;0;0.159;0.275;0;0.201;0;0.027;0.098;0;0.106;0;0;0.081;0;0;0;0;0;0
3DIPP-Instance-02034;41;2000;48.78;0.183;422053.5;1.61;0.479;0.547;0.114;0.454;331.211;5.31;0.291;0.604;0.169;1.023;652407.336;1.513;8439.39;1.61;28086.671;1.012;107486.246;1.303;58516780;906192;0.009;1.511;0.001;2.951;0.031;1.012;0.093;0.947;0.393;1;1;0.423;0.053;0.388;0;0;0.196;0;0.165;0;0;0.132;0;0.055;0;0;0.157;0;0;0;0;0;0
3DIPP-Instance-02035;42;2000;47.619;0.13;411089.65;1.454;0.466;0.529;0.112;0.572;365.928;4.455;0.355;0.646;0.197;1.027;467441.892;1.594;8335.129;1.443;24678.238;0.875;95636.694;1.444;18750000;425000;0.02;1.514;0.004;1.883;0.058;0.878;0.117;0.931;0.298;1;1;0.429;0.07;0.323;0;0;0.192;0;0.212;0;0;0.15;0;0.127;0;0;0.114;0;0.041;0;0;0;0
3DIPP-Instance-02036;43;2000;46.512;0.166;357301.3;1.873;0.42;0.563;0.115;0.468;113.354;6.466;0.269;0.687;0.135;1.071;865605.811;1.237;7144.346;1.873;34095.855;0.885;112502.588;0.964;12852000;331320;0.045;1.297;0.009;1.09;0.103;0.885;0.199;0.929;0.518;1;0.96;0.376;0.071;0.254;0;0.041;0.218;0;0.166;0;0;0.142;0;0.042;0;0;0.066;0;0.022;0;0;0;0
3DIPP-Instance-02037;44;2000;45.455;0.136;572127.525;1.801;0.444;0.555;0.121;0.514;4.177;1.014;0.287;0.746;0.162;1.227;1232217.371;1.188;11440.871;1.801;44807.441;0.924;156265.281;0.927;16500000;397000;0.056;1.165;0.009;0.995;0.113;0.924;0.137;0.889;0.421;1;0.951;0.346;0.112;0.335;0;0.05;0.281;0;0.151;0;0;0.13;0;0.073;0;0;0.108;0;0.021;0;0;0;0
3DIPP-Instance-02038;45;2000;44.444;0.145;642317.75;1.67;0.451;0.659;0.094;0.702;451.557;3.936;0.294;0.763;0.182;1.298;1042367.137;1.183;12844.675;1.67;41270.32;0.848;156133.679;1.216;2578125;113750;0.309;1.133;0.057;1.22;0.363;0.848;0.178;0.931;0.393;0.931;0.519;0.318;0.069;0.374;0.069;0.254;0.248;0;0.144;0;0.045;0.084;0;0.046;0;0.071;0.174;0;0.044;0;0.066;0;0.046
3DIPP-Instance-02039;46;2000;43.478;0.136;200433.75;1.64;0.462;0.562;0.112;0.488;4.308;0.658;0.272;0.568;0.147;0.979;623506.137;1.21;4006.995;1.641;25358.54;0.671;102938.826;0.959;12852000;331320;0.036;1.034;0.008;1.072;0.077;0.671;0.157;0.986;0.34;1;1;0.364;0.015;0.474;0;0;0.197;0;0.124;0;0;0.127;0;0.062;0;0;0.155;0;0;0;0;0;0
3DIPP-Instance-02040;47;2000;42.553;0.16;486180.8;1.222;0.464;0.511;0.124;0.395;3.879;0.68;0.287;0.716;0.164;1.164;930000.991;1.207;9721.936;1.222;38184.605;0.922;169525.923;1.191;12852000;331320;0.058;1.215;0.013;1.285;0.115;0.922;0.063;0.941;0.374;1;0.959;0.447;0.06;0.426;0;0.042;0.21;0;0.106;0;0;0.158;0;0.074;0;0;0.123;0;0.021;0;0;0;0
3DIPP-Instance-02041;48;2000;41.667;0.132;500850.151;1.784;0.493;0.572;0.115;0.576;300.664;5.115;0.324;0.689;0.202;1.134;790341.88;1.511;18518.496;3.365;40691.232;0.913;182748.187;1.126;18750000;425000;0.034;1.084;0.009;1.212;0.096;0.912;0.153;0.857;0.308;1;1;0.362;0.144;0.386;0;0;0.206;0;0.182;0;0;0.086;0;0.086;0;0;0.195;0;0.039;0;0;0;0
3DIPP-Instance-02042;49;2000;40.816;0.129;538821.525;1.619;0.468;0.554;0.121;0.52;488.745;4.394;0.275;0.751;0.167;1.251;827728.16;1.274;10868.855;1.608;37912.925;0.855;151993.589;1.185;6758775;222990;0.107;1.233;0.022;1.248;0.17;0.856;0.087;0.905;0.469;1;0.829;0.438;0.095;0.323;0;0.122;0.194;0;0.101;0;0.05;0.154;0;0.065;0;0;0.128;0;0.043;0;0;0;0
3DIPP-Instance-02043;50;2000;40;0.15;400436.039;1.9;0.473;0.477;0.138;0.407;3.721;0.72;0.303;0.689;0.176;1.151;901462.144;1.067;8006.474;1.901;39120.966;0.811;161366.143;0.956;2578125;113750;0.31;1.09;0.062;0.979;0.344;0.811;0.045;0.882;0.355;0.963;0.548;0.435;0.119;0.412;0.037;0.178;0.29;0;0.107;0;0.071;0.122;0;0.11;0;0.108;0.108;0;0.017;0;0.037;0;0.06
3DIPP-Instance-02044;51;2000;39.216;0.155;462318.075;1.359;0.387;0.554;0.117;0.428;3.305;0.452;0.233;0.642;0.106;0.998;1134955.121;1.206;9244.682;1.359;42362.737;0.785;142772.809;1.024;2578125;113750;0.336;1.08;0.055;1.024;0.372;0.785;0.244;0.936;0.485;0.957;0.521;0.364;0.064;0.354;0.044;0.187;0.236;0;0.144;0;0.105;0.081;0;0.019;0;0.047;0.075;0;0;0;0.077;0;0.064
3DIPP-Instance-02045;52;2000;38.462;0.147;390393.2;1.983;0.409;0.575;0.115;0.494;193.291;7.061;0.3;0.723;0.16;1.147;894307.95;1.363;7806.184;1.984;33355.832;0.985;139130.395;1.855;154280000;1784800;0.004;1.904;0;6.446;0.019;0.985;0.152;0.932;0.422;1;1;0.442;0.069;0.223;0;0;0.278;0;0.283;0;0;0.024;0;0.05;0;0;0.106;0;0.024;0;0;0;0
3DIPP-Instance-02046;53;2000;37.736;0.151;259370.95;2.257;0.479;0.521;0.125;0.507;368.929;4.572;0.301;0.69;0.176;1.055;740561.643;1.789;5185.739;2.257;30236.443;0.999;119803.144;1.342;58516780;906192;0.009;1.658;0.001;3.637;0.033;0.999;0.074;0.86;0.404;1;1;0.426;0.141;0.332;0;0;0.186;0;0.114;0;0;0.199;0;0.151;0;0;0.116;0;0;0;0;0;0
3DIPP-Instance-02047;54;2000;37.037;0.173;516439.9;1.617;0.427;0.617;0.106;0.552;474.656;4.177;0.284;0.824;0.164;1.33;1010245.381;1.319;10327.118;1.617;45939.365;0.937;160382.765;1.14;12852000;331320;0.064;1.151;0.013;1.137;0.139;0.937;0.158;0.949;0.475;1;0.945;0.374;0.051;0.287;0;0.055;0.298;0;0.105;0;0;0.026;0;0.111;0;0;0.145;0;0.023;0;0;0;0
3DIPP-Instance-02048;55;2000;36.364;0.158;757964.65;1.473;0.401;0.59;0.119;0.373;3.384;0.519;0.236;0.755;0.118;1.194;899963.266;1.367;15157.613;1.474;32495.443;0.953;141615.334;1.606;4440625;162750;0.149;1.362;0.032;1.621;0.2;0.953;0.165;1;0.526;0.981;0.74;0.427;0;0.271;0.019;0.124;0.222;0;0.137;0;0.056;0.113;0;0.067;0;0.081;0.074;0;0;0;0;0;0
3DIPP-Instance-02049;56;2000;35.714;0.179;627711.956;1.508;0.499;0.528;0.119;0.469;231.387;5.853;0.343;0.656;0.208;1.079;761586.571;1.469;12552.009;1.509;33724.748;0.986;146300.814;1.166;4440625;162750;0.13;1.409;0.033;1.193;0.207;0.986;0.107;0.923;0.298;1;0.798;0.284;0.078;0.359;0;0.151;0.315;0;0.223;0;0.015;0.109;0;0.089;0;0.015;0.187;0;0.032;0;0.022;0;0
3DIPP-Instance-02050;57;2000;35.088;0.189;457381.025;1.189;0.433;0.563;0.114;0.503;266.176;5.401;0.286;0.676;0.154;1.082;734386.761;1.243;9145.941;1.189;32529.614;0.834;121867.623;1.126;6758775;222990;0.078;1.083;0.017;1.143;0.146;0.834;0.12;0.922;0.46;1;0.885;0.414;0.078;0.267;0;0.115;0.243;0;0.16;0;0;0.146;0;0.114;0;0;0.078;0;0;0;0;0;0
3DIPP-Instance-02051;58;2000;34.483;0.169;431480.5;1.524;0.455;0.556;0.126;0.482;143.561;8.181;0.307;0.777;0.174;1.151;867053.304;1.31;8701.122;1.516;41796.474;0.897;173971.493;1.451;2578125;113750;0.293;1.23;0.067;1.472;0.367;0.898;0.137;0.85;0.437;0.947;0.556;0.349;0.15;0.264;0.035;0.246;0.21;0;0.137;0;0.037;0.199;0;0.109;0.019;0.083;0.106;0;0.055;0;0.041;0;0.039
3DIPP-Instance-02052;59;2000;33.898;0.171;482164.1;1.671;0.461;0.548;0.12;0.437;236.022;5.695;0.327;0.736;0.192;1.135;656640.557;1.285;9641.602;1.671;29985.611;0.918;114692.627;1.171;2578125;113750;0.197;1.21;0.044;1.185;0.264;0.918;0.12;0.983;0.353;0.983;0.679;0.409;0.018;0.355;0.017;0.159;0.219;0;0.143;0;0.116;0.099;0;0.095;0;0.014;0.154;0;0.056;0;0.016;0;0.017
3DIPP-Instance-02053;60;2000;33.333;0.155;548674.45;1.819;0.439;0.595;0.108;0.512;518.602;4.26;0.314;0.683;0.177;1.191;750785.592;1.437;10971.809;1.819;31186.462;0.805;121888.425;1.347;58516780;906192;0.008;1.425;0.001;3.607;0.034;0.805;0.169;0.933;0.411;1;1;0.427;0.067;0.288;0;0;0.17;0;0.154;0;0;0.076;0;0.132;0;0;0.16;0;0.016;0;0;0;0
3DIPP-Instance-02054;61;2000;32.787;0.165;460479.025;1.774;0.463;0.541;0.108;0.489;236.394;5.725;0.31;0.687;0.18;1.171;745011.054;1.67;9207.901;1.774;31365.097;1.114;128450.622;1.518;58516780;906192;0.009;1.703;0.001;2.865;0.035;1.114;0.1;0.968;0.364;1;1;0.385;0.032;0.367;0;0;0.287;0;0.174;0;0;0.073;0;0.066;0;0;0.157;0;0.03;0;0;0;0
3DIPP-Instance-02055;62;2000;32.258;0.178;370618.325;1.943;0.507;0.507;0.12;0.483;458.939;4.539;0.351;0.611;0.219;0.916;743838.964;1.277;7410.687;1.944;34185.072;0.845;145534.142;1.117;4440625;162750;0.126;1.099;0.032;1.147;0.21;0.845;0.11;0.893;0.318;1;0.755;0.328;0.108;0.235;0;0.159;0.227;0;0.334;0;0.087;0.181;0;0.103;0;0;0.155;0;0.012;0;0;0;0
3DIPP-Instance-02056;63;2000;31.746;0.177;474321.6;1.422;0.478;0.559;0.112;0.544;650.944;3.541;0.317;0.763;0.182;1.132;763794.534;1.338;9484.752;1.422;35352.814;1.031;122313.404;1.121;12852000;331320;0.048;1.339;0.009;1.175;0.107;1.031;0.136;0.924;0.416;1;0.966;0.37;0.077;0.263;0;0.034;0.235;0;0.164;0;0;0.087;0;0.11;0;0;0.173;0;0.048;0;0;0;0
3DIPP-Instance-02057;64;2000;31.25;0.173;450510.275;1.893;0.492;0.535;0.117;0.546;159.526;7.74;0.333;0.616;0.192;0.984;684722.659;1.418;9107.858;1.877;35790.828;0.98;167391.861;1.53;18750000;425000;0.028;1.187;0.008;1.683;0.084;0.981;0.135;0.893;0.301;1;1;0.319;0.107;0.382;0;0;0.218;0;0.182;0;0;0.185;0;0.106;0;0;0.144;0;0.03;0;0;0;0
3DIPP-Instance-02058;65;2000;30.769;0.186;681705.75;1.695;0.376;0.563;0.111;0.446;203.119;5.946;0.217;0.78;0.098;1.18;752395.92;1.341;13632.435;1.695;27347.953;0.8;89050.137;1.047;2578125;113750;0.227;1.262;0.033;1.09;0.24;0.8;0.148;0.945;0.599;1;0.615;0.523;0.056;0.25;0;0.262;0.173;0;0.122;0;0.044;0.127;0;0.031;0;0.017;0.03;0;0;0;0.032;0;0.031
3DIPP-Instance-02059;66;2000;30.303;0.183;555449.65;1.555;0.409;0.596;0.114;0.525;205.907;6.276;0.26;0.83;0.137;1.441;700579.334;1.474;11107.313;1.555;29271.38;0.891;100959.782;1.225;58516780;906192;0.009;1.472;0;5.031;0.032;0.891;0.18;0.907;0.512;1;1;0.472;0.094;0.288;0;0;0.147;0;0.129;0;0;0.12;0;0.043;0;0;0.083;0;0.03;0;0;0;0
3DIPP-Instance-02060;67;2000;29.851;0.177;476366.75;1.817;0.423;0.527;0.121;0.471;288.34;5.769;0.294;0.7;0.151;1.15;909882.888;1.136;9525.655;1.817;38459.277;0.786;173580.73;1.282;58516780;906192;0.011;1.182;0.001;2.765;0.042;0.786;0.096;0.879;0.37;1;1;0.549;0.121;0.351;0;0;0.177;0;0.181;0;0;0.095;0;0.083;0;0;0.083;0;0.016;0;0;0;0
3DIPP-Instance-02061;68;2000;29.412;0.189;398668.05;1.591;0.447;0.542;0.122;0.471;168.582;7.554;0.284;0.71;0.155;1.164;913647.846;1.423;7971.681;1.591;38393.242;0.921;153532.241;1.368;12852000;331320;0.053;1.151;0.012;1.412;0.116;0.921;0.113;0.903;0.391;1;0.969;0.422;0.097;0.386;0;0.031;0.213;0;0.12;0;0;0.141;0;0.07;0;0;0.112;0;0.035;0;0;0;0
3DIPP-Instance-02062;69;2000;28.986;0.168;373844.15;1.943;0.415;0.533;0.119;0.402;81.035;7.617;0.323;0.75;0.172;1.192;775173.74;1.259;7475.203;1.943;35536.489;0.743;139747.585;1.008;18750000;425000;0.032;1.148;0.007;1.163;0.084;0.743;0.14;0.95;0.39;1;1;0.438;0.051;0.302;0;0;0.208;0;0.126;0;0;0.135;0;0.157;0;0;0.08;0;0.027;0;0;0;0
3DIPP-Instance-02063;70;2000;28.571;0.188;441795.647;1.773;0.515;0.583;0.102;0.65;703.941;3.4;0.34;0.739;0.228;1.151;656863.129;1.298;14875.461;3.561;31180.039;0.88;133662.859;1.542;12852000;331320;0.043;1.248;0.011;1.55;0.094;0.88;0.161;0.898;0.416;1;0.98;0.327;0.103;0.264;0;0.02;0.163;0;0.14;0;0;0.122;0;0.153;0;0;0.228;0;0.029;0;0;0;0
